customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
14704,5002.0,9,1856.4300000000037,5,5,4,554,Loyal Customers
14470,5002.0,2,433.0300000000001,5,2,2,522,Others
17019,5002.0,4,1276.610000000001,5,4,4,544,Loyal Customers
15714,5002.0,2,350.52999999999986,5,2,2,522,Others
17739,5002.0,8,2880.020000000001,5,5,5,555,Champions
15571,5002.0,4,657.4,5,4,3,543,Loyal Customers
17237,5002.0,2,305.22999999999996,5,2,2,522,Others
18101,5002.0,2,230.57,5,2,1,521,Others
17419,5002.0,14,4285.169999999999,5,5,5,555,Champions
12657,5002.0,5,1103.72,5,4,4,544,Loyal Customers
13389,5002.0,3,779.7600000000001,5,3,3,533,Others
17651,5002.0,14,4602.430000000001,5,5,5,555,Champions
12674,5002.0,7,1958.25,5,5,4,554,Loyal Customers
16744,5002.0,7,1348.3,5,5,4,554,Loyal Customers
17988,5002.0,8,183.57999999999996,5,5,1,551,Loyal Customers
12660,5002.0,1,242.10000000000002,5,1,1,511,Others
15561,5002.0,5,718.7400000000001,5,4,3,543,Loyal Customers
16094,5002.0,6,1067.4299999999998,5,4,4,544,Loyal Customers
13196,5002.0,4,1753.6999999999994,5,4,4,544,Loyal Customers
17379,5002.0,1,515.74,5,1,3,513,Others
13590,5002.0,7,2195.4199999999996,4,5,5,455,Loyal Customers
14215,5002.0,7,2191.46,4,5,5,455,Loyal Customers
14511,5002.0,6,1271.0099999999998,4,4,4,444,Loyal Customers
13844,5002.0,1,327.46,4,2,2,422,Others
13238,5002.0,5,654.4300000000001,4,4,3,443,Loyal Customers
18096,5002.0,3,1024.8500000000008,4,3,4,434,Others
13418,5002.0,23,6554.829999999998,4,5,5,455,Loyal Customers
12906,5002.0,5,3037.7299999999996,4,4,5,445,Loyal Customers
13950,5002.0,5,719.08,4,4,3,443,Loyal Customers
14741,5002.0,6,1672.4200000000008,4,4,4,444,Loyal Customers
17523,5002.0,4,693.3000000000001,4,4,3,443,Loyal Customers
17929,5002.0,5,920.6499999999999,4,4,3,443,Loyal Customers
17188,5002.0,9,2564.64,4,5,5,455,Loyal Customers
13758,5002.0,7,3174.0300000000016,4,5,5,455,Loyal Customers
17852,5002.0,2,111.28,4,2,1,421,Others
16800,5002.0,1,1207.3400000000001,4,1,4,414,Others
17299,5002.0,4,672.45,4,4,3,443,Loyal Customers
17806,5002.0,1,739.6800000000001,4,1,3,413,Others
15601,5002.0,17,7594.160000000002,4,5,5,455,Loyal Customers
14290,5002.0,6,2306.7500000000005,4,4,5,445,Loyal Customers
13004,5002.0,22,6586.549999999996,4,5,5,455,Loyal Customers
17359,5002.0,1,129.02,4,1,1,411,Others
18041,5002.0,22,4354.119999999996,4,5,5,455,Loyal Customers
13258,5002.0,3,686.0599999999998,4,3,3,433,Others
16364,5002.0,2,736.1000000000001,4,3,3,433,Others
13030,5002.0,2,782.51,4,3,3,433,Others
15838,5002.0,21,12373.319999999985,4,5,5,455,Loyal Customers
15721,5002.0,1,604.21,4,1,3,413,Others
15511,5002.0,5,976.2700000000004,4,4,4,444,Loyal Customers
16942,5003.0,10,1875.7000000000016,4,5,4,454,Loyal Customers
16407,5003.0,10,2099.440000000001,4,5,4,454,Loyal Customers
14577,5003.0,4,837.62,4,4,3,443,Loyal Customers
15054,5003.0,2,361.83,4,2,2,422,Others
16983,5003.0,8,2182.419999999999,4,5,5,455,Loyal Customers
16024,5003.0,1,357.81999999999994,4,1,2,412,Others
15747,5003.0,3,960.3299999999995,4,3,4,434,Others
13064,5003.0,4,1053.49,4,4,4,444,Loyal Customers
16923,5003.0,26,6878.909999999985,4,5,5,455,Loyal Customers
14093,5003.0,1,505.86,4,1,3,413,Others
16005,5003.0,4,659.8599999999996,4,4,3,443,Loyal Customers
17068,5003.0,22,4633.85,4,5,5,455,Loyal Customers
13991,5003.0,7,1412.6299999999992,4,4,4,444,Loyal Customers
15987,5003.0,7,2839.340000000001,4,4,5,445,Loyal Customers
13546,5003.0,3,652.2200000000001,4,3,3,433,Others
17365,5003.0,8,4732.429999999999,4,5,5,455,Loyal Customers
15436,5003.0,3,1148.99,4,3,4,434,Others
15555,5003.0,20,5236.56,4,5,5,455,Loyal Customers
17885,5003.0,1,195.82999999999996,4,1,1,411,Others
17769,5003.0,12,3851.81,4,5,5,455,Loyal Customers
18156,5003.0,2,705.0500000000001,4,3,3,433,Others
15009,5003.0,3,1358.08,4,3,4,434,Others
14954,5003.0,1,326.51999999999975,4,2,2,422,Others
18145,5003.0,4,2818.3300000000004,4,4,5,445,Loyal Customers
17864,5003.0,3,582.3800000000003,4,3,3,433,Others
14859,5003.0,5,1307.02,4,4,4,444,Loyal Customers
14878,5003.0,9,1463.7500000000007,4,5,4,454,Loyal Customers
16877,5003.0,6,981.5299999999997,4,4,4,444,Loyal Customers
17236,5003.0,6,922.7100000000006,4,4,3,443,Loyal Customers
15351,5003.0,10,1836.54,4,5,4,454,Loyal Customers
13782,5003.0,6,869.1099999999994,4,4,3,443,Loyal Customers
13610,5003.0,9,1081.1700000000008,4,5,4,454,Loyal Customers
17812,5003.0,4,708.18,4,4,3,443,Loyal Customers
17411,5003.0,4,711.9399999999999,4,4,3,443,Loyal Customers
17231,5003.0,14,3273.010000000004,4,5,5,455,Loyal Customers
18001,5003.0,2,434.0399999999999,4,2,2,422,Others
15861,5003.0,9,3127.340000000002,4,5,5,455,Loyal Customers
13232,5003.0,7,1372.1800000000005,4,5,4,454,Loyal Customers
15514,5003.0,13,3088.7800000000025,4,5,5,455,Loyal Customers
17595,5003.0,2,395.22,4,2,2,422,Others
18112,5003.0,2,392.33000000000004,4,2,2,422,Others
13571,5003.0,12,2430.2600000000025,4,5,5,455,Loyal Customers
17329,5005.0,2,518.2,4,3,3,433,Others
13589,5005.0,2,367.81000000000006,4,2,2,422,Others
17557,5005.0,3,670.5799999999999,4,3,3,433,Others
16814,5005.0,22,6624.410000000003,4,5,5,455,Loyal Customers
17302,5005.0,6,1136.5899999999997,4,4,4,444,Loyal Customers
12620,5005.0,3,1787.27,4,3,4,434,Others
17348,5005.0,5,1188.0400000000004,4,4,4,444,Loyal Customers
17813,5005.0,7,1734.2700000000023,4,5,4,454,Loyal Customers
18172,5005.0,25,7421.78,4,5,5,455,Loyal Customers
17562,5005.0,8,1081.5199999999998,4,5,4,454,Loyal Customers
12438,5005.0,2,2678.1499999999996,4,3,5,435,Big Spenders
15117,5005.0,6,1619.8300000000006,4,4,4,444,Loyal Customers
13525,5005.0,2,710.6999999999999,4,3,3,433,Others
15186,5005.0,2,415.66999999999996,4,2,2,422,Others
15473,5005.0,10,1510.0,4,5,4,454,Loyal Customers
13048,5005.0,5,1768.2800000000002,4,4,4,444,Loyal Customers
14703,5005.0,1,309.54999999999995,4,2,2,422,Others
14710,5005.0,4,624.1500000000003,4,4,3,443,Loyal Customers
14111,5005.0,5,737.6999999999999,4,4,3,443,Loyal Customers
14966,5005.0,1,275.53999999999996,4,2,2,422,Others
15737,5005.0,12,1328.3300000000004,4,5,4,454,Loyal Customers
16719,5005.0,8,1713.0600000000004,4,5,4,454,Loyal Customers
17624,5005.0,2,832.9400000000002,4,3,3,433,Others
15134,5005.0,8,1410.0699999999997,4,5,4,454,Loyal Customers
16856,5005.0,1,33.0,4,1,1,411,Others
15382,5005.0,8,5689.299999999998,4,5,5,455,Loyal Customers
13579,5005.0,2,453.74,4,2,2,422,Others
16327,5005.0,6,3785.0100000000007,4,4,5,445,Loyal Customers
15872,5005.0,2,371.7999999999999,4,2,2,422,Others
14946,5005.0,1,100.9,4,2,1,421,Others
17385,5005.0,1,375.67,4,1,2,412,Others
13978,5005.0,2,322.33,4,2,2,422,Others
13256,5005.0,1,10659.0,4,1,5,415,Big Spenders
13437,5005.0,7,3370.0699999999997,4,5,5,455,Loyal Customers
13184,5005.0,12,2718.5000000000005,4,5,5,455,Loyal Customers
13332,5005.0,1,347.59999999999997,4,2,2,422,Others
13149,5005.0,4,2040.4200000000005,4,4,4,444,Loyal Customers
12681,5005.0,27,13944.930000000002,4,5,5,455,Loyal Customers
12531,5005.0,1,123.12,4,1,1,411,Others
16609,5006.0,9,5548.220000000005,4,5,5,455,Loyal Customers
16173,5006.0,7,1393.9099999999999,4,4,4,444,Loyal Customers
13277,5006.0,4,258.4,4,4,2,442,Loyal Customers
14607,5006.0,17,23753.220000000005,4,5,5,455,Loyal Customers
15428,5006.0,1,143.7,4,1,1,411,Others
17133,5006.0,7,5383.2,4,4,5,445,Loyal Customers
17516,5006.0,5,743.5000000000002,4,4,3,443,Loyal Customers
15953,5006.0,10,1640.6299999999994,4,5,4,454,Loyal Customers
15725,5006.0,1,416.83000000000004,4,1,2,412,Others
15594,5006.0,6,1727.8099999999995,4,4,4,444,Loyal Customers
15502,5006.0,23,5790.919999999997,4,5,5,455,Loyal Customers
16482,5006.0,1,449.42,4,1,2,412,Others
16885,5006.0,3,548.9599999999998,4,3,3,433,Others
15482,5006.0,16,10443.250000000004,4,5,5,455,Loyal Customers
14756,5006.0,1,719.6400000000001,4,1,3,413,Others
17671,5006.0,6,1482.3999999999999,4,4,4,444,Loyal Customers
14539,5006.0,2,569.72,4,3,3,433,Others
13995,5006.0,6,1349.01,4,4,4,444,Loyal Customers
17139,5006.0,15,10560.96999999999,4,5,5,455,Loyal Customers
16157,5006.0,4,652.4000000000001,4,4,3,443,Loyal Customers
12395,5006.0,15,3150.2199999999984,4,5,5,455,Loyal Customers
14410,5006.0,15,574.8699999999994,4,5,3,453,Loyal Customers
15632,5006.0,10,3341.9000000000024,4,5,5,455,Loyal Customers
17767,5006.0,1,346.46000000000004,4,2,2,422,Others
12705,5006.0,14,6931.8700000000035,4,5,5,455,Loyal Customers
16616,5006.0,2,483.06000000000006,4,3,2,432,Others
17345,5006.0,4,546.1999999999998,4,4,3,443,Loyal Customers
18188,5006.0,4,2017.5300000000002,4,4,4,444,Loyal Customers
17323,5006.0,9,915.0600000000005,4,5,3,453,Loyal Customers
14987,5006.0,2,326.4,4,2,2,422,Others
16668,5006.0,6,306.71999999999997,4,4,2,442,Loyal Customers
14709,5006.0,14,4748.2400000000025,4,5,5,455,Loyal Customers
17458,5006.0,1,347.94,4,2,2,422,Others
13207,5006.0,2,246.42000000000002,4,2,1,421,Others
16596,5006.0,2,244.75,4,2,1,421,Others
16566,5006.0,6,682.33,4,4,3,443,Loyal Customers
15005,5006.0,35,6599.599999999992,4,5,5,455,Loyal Customers
17975,5006.0,14,4365.610000000001,4,5,5,455,Loyal Customers
16824,5006.0,2,440.9099999999999,4,2,2,422,Others
14805,5006.0,4,528.7499999999999,4,4,3,443,Loyal Customers
15270,5006.0,9,2686.8500000000004,4,5,5,455,Loyal Customers
14277,5006.0,4,3852.1600000000026,4,4,5,445,Loyal Customers
12421,5006.0,5,862.6300000000001,4,4,3,443,Loyal Customers
15858,5006.0,5,1419.460000000001,4,4,4,444,Loyal Customers
13719,5006.0,5,1092.22,4,4,4,444,Loyal Customers
13588,5006.0,13,2500.329999999999,4,5,5,455,Loyal Customers
14640,5006.0,8,2092.7699999999995,4,5,4,454,Loyal Customers
14591,5006.0,4,1642.7100000000019,4,4,4,444,Loyal Customers
15034,5006.0,11,4302.869999999997,4,5,5,455,Loyal Customers
17247,5006.0,1,269.04999999999995,4,2,2,422,Others
12937,5006.0,4,1485.2400000000005,4,4,4,444,Loyal Customers
18184,5006.0,1,45.0,4,1,1,411,Others
12757,5006.0,19,4238.720000000005,4,5,5,455,Loyal Customers
13638,5006.0,1,120.6,4,1,1,411,Others
16189,5006.0,2,208.27999999999997,4,2,1,421,Others
17228,5006.0,8,2053.760000000001,4,5,4,454,Loyal Customers
12388,5006.0,6,2790.1599999999994,4,4,5,445,Loyal Customers
17010,5007.0,2,178.50000000000003,4,2,1,421,Others
17410,5007.0,5,1186.82,4,4,4,444,Loyal Customers
12948,5007.0,8,2064.48,4,5,4,454,Loyal Customers
17422,5007.0,10,3287.3900000000017,4,5,5,455,Loyal Customers
12452,5007.0,3,377.3300000000001,4,3,2,432,Others
17463,5007.0,6,1826.7800000000018,4,4,4,444,Loyal Customers
14020,5007.0,2,684.6,4,3,3,433,Others
16020,5007.0,3,835.9300000000002,4,3,3,433,Others
17034,5007.0,4,702.2099999999999,4,4,3,443,Loyal Customers
15253,5007.0,6,946.0499999999998,4,4,3,443,Loyal Customers
17725,5007.0,14,4026.1700000000005,4,5,5,455,Loyal Customers
16079,5007.0,3,1407.92,4,3,4,434,Others
14336,5007.0,4,2727.5500000000006,4,4,5,445,Loyal Customers
14049,5007.0,6,5640.139999999997,4,4,5,445,Loyal Customers
13831,5007.0,6,2072.9599999999996,4,4,4,444,Loyal Customers
13742,5007.0,14,3121.55,4,5,5,455,Loyal Customers
15398,5007.0,3,1297.5499999999995,4,3,4,434,Others
13139,5007.0,8,4909.140000000007,4,5,5,455,Loyal Customers
16670,5007.0,17,4523.1399999999985,4,5,5,455,Loyal Customers
12619,5007.0,13,3412.4099999999994,4,5,5,455,Loyal Customers
16066,5007.0,5,1635.9900000000007,4,4,4,444,Loyal Customers
15727,5007.0,7,5711.25,4,5,5,455,Loyal Customers
14581,5007.0,1,159.96,4,1,1,411,Others
15916,5007.0,10,1685.1800000000005,4,5,4,454,Loyal Customers
14675,5007.0,1,663.25,4,1,3,413,Others
12557,5007.0,5,12603.840000000002,4,4,5,445,Loyal Customers
16185,5007.0,2,545.4899999999999,4,3,3,433,Others
15949,5007.0,2,359.91999999999996,4,2,2,422,Others
17469,5007.0,6,1812.3999999999994,4,4,4,444,Loyal Customers
13448,5007.0,10,3335.4600000000023,4,5,5,455,Loyal Customers
16343,5007.0,2,364.2799999999999,4,2,2,422,Others
14744,5007.0,9,1172.59,4,5,4,454,Loyal Customers
17685,5007.0,7,3035.8099999999995,4,4,5,445,Loyal Customers
14334,5007.0,9,2495.9600000000005,4,5,5,455,Loyal Customers
16653,5007.0,3,1122.8399999999997,4,3,4,434,Others
14099,5007.0,12,3414.3299999999995,4,5,5,455,Loyal Customers
15393,5007.0,2,228.14000000000004,4,2,1,421,Others
15901,5007.0,3,452.86,4,3,2,432,Others
16255,5007.0,10,2546.3100000000027,4,5,5,455,Loyal Customers
13174,5007.0,3,2784.68,4,3,5,435,Big Spenders
15743,5007.0,4,753.92,4,4,3,443,Loyal Customers
17700,5007.0,6,2450.53,4,4,5,445,Loyal Customers
13899,5007.0,2,377.11999999999995,4,2,2,422,Others
18084,5007.0,2,262.25,4,2,2,422,Others
17809,5007.0,15,5693.609999999999,4,5,5,455,Loyal Customers
13018,5007.0,29,7484.0099999999975,4,5,5,455,Loyal Customers
14912,5007.0,3,969.3499999999999,4,3,4,434,Others
13650,5007.0,7,1757.1,4,5,4,454,Loyal Customers
13350,5007.0,3,922.3199999999998,4,3,3,433,Others
16660,5007.0,5,842.1300000000001,4,4,3,443,Loyal Customers
14790,5007.0,4,942.3599999999999,4,4,3,443,Loyal Customers
13502,5007.0,3,360.9999999999999,4,3,2,432,Others
17135,5007.0,7,1730.3300000000002,4,5,4,454,Loyal Customers
14335,5007.0,2,480.18000000000006,4,3,2,432,Others
15699,5008.0,1,330.3299999999999,4,2,2,422,Others
17500,5008.0,3,2308.0,4,3,5,435,Big Spenders
12936,5008.0,5,987.1300000000001,4,4,4,444,Loyal Customers
16633,5008.0,7,2758.07,4,5,5,455,Loyal Customers
12775,5008.0,6,1377.6800000000003,4,4,4,444,Loyal Customers
12656,5008.0,8,4140.980000000001,4,5,5,455,Loyal Customers
16532,5008.0,3,5978.879999999999,4,3,5,435,Big Spenders
14297,5008.0,6,1312.9399999999996,4,4,4,444,Loyal Customers
15497,5008.0,3,1692.6600000000003,4,3,4,434,Others
14768,5008.0,3,139.5,4,3,1,431,Others
16164,5008.0,4,751.31,4,4,3,443,Loyal Customers
17519,5008.0,7,1789.19,4,5,4,454,Loyal Customers
15811,5008.0,9,2371.69,4,5,5,455,Loyal Customers
17453,5008.0,2,538.0000000000001,4,3,3,433,Others
17324,5008.0,4,1052.49,4,4,4,444,Loyal Customers
15965,5008.0,4,812.4099999999999,4,4,3,443,Loyal Customers
12483,5008.0,13,2305.7200000000025,4,5,5,455,Loyal Customers
17360,5008.0,3,578.9100000000001,4,3,3,433,Others
13499,5008.0,7,1803.42,4,5,4,454,Loyal Customers
16311,5008.0,2,704.94,4,3,3,433,Others
18249,5008.0,1,122.1,4,1,1,411,Others
15150,5008.0,11,5253.849999999995,4,5,5,455,Loyal Customers
16722,5008.0,16,5492.549999999999,4,5,5,455,Loyal Customers
13569,5008.0,2,367.2399999999998,4,2,2,422,Others
15106,5008.0,7,1668.5900000000006,4,5,4,454,Loyal Customers
14424,5008.0,1,180.0,4,1,1,411,Others
12586,5008.0,2,178.14000000000001,4,2,1,421,Others
18274,5008.0,2,-1.4210854715202004e-14,4,2,1,421,Others
14834,5008.0,8,1721.6299999999997,4,5,4,454,Loyal Customers
13403,5008.0,1,75.0,4,1,1,411,Others
16352,5008.0,2,479.7,4,3,2,432,Others
13681,5008.0,4,823.6300000000002,4,4,3,443,Loyal Customers
17338,5008.0,10,6561.38,4,5,5,455,Loyal Customers
13363,5008.0,2,1308.6200000000003,4,3,4,434,Others
15634,5008.0,1,239.83000000000004,4,1,1,411,Others
16365,5008.0,9,1794.0100000000004,4,5,4,454,Loyal Customers
15971,5008.0,12,4063.2,4,5,5,455,Loyal Customers
14467,5008.0,4,578.3299999999999,4,4,3,443,Loyal Customers
18139,5008.0,8,8907.779999999997,4,5,5,455,Loyal Customers
13832,5008.0,2,40.949999999999996,4,2,1,421,Others
13456,5008.0,7,1748.9799999999993,4,5,4,454,Loyal Customers
12474,5008.0,30,7244.200000000003,4,5,5,455,Loyal Customers
16330,5008.0,4,240.64000000000001,4,4,1,441,Loyal Customers
16107,5008.0,7,3281.72,4,5,5,455,Loyal Customers
16655,5008.0,6,3870.9599999999987,4,4,5,445,Loyal Customers
17297,5008.0,1,141.71000000000004,4,1,1,411,Others
17371,5008.0,3,416.67999999999967,4,3,2,432,Others
14505,5008.0,11,5703.689999999987,4,5,5,455,Loyal Customers
17075,5008.0,5,794.5999999999998,4,4,3,443,Loyal Customers
13488,5008.0,17,8880.569999999996,4,5,5,455,Loyal Customers
16422,5008.0,75,18170.73000000002,4,5,5,455,Loyal Customers
12920,5008.0,1,154.18,4,1,1,411,Others
15116,5008.0,4,1403.8500000000001,4,4,4,444,Loyal Customers
17073,5008.0,4,1444.6500000000003,4,4,4,444,Loyal Customers
15845,5008.0,10,3589.9899999999993,4,5,5,455,Loyal Customers
14506,5008.0,5,1973.0500000000027,4,4,4,444,Loyal Customers
13322,5008.0,1,193.28999999999996,4,1,1,411,Others
16128,5008.0,5,1860.9600000000007,4,4,4,444,Loyal Customers
13247,5008.0,4,498.9000000000001,4,4,3,443,Loyal Customers
14515,5008.0,6,2267.409999999999,4,4,5,445,Loyal Customers
14657,5008.0,5,820.1700000000001,4,4,3,443,Loyal Customers
16748,5008.0,5,1678.4999999999998,4,4,4,444,Loyal Customers
13940,5008.0,4,839.9800000000001,4,4,3,443,Loyal Customers
15977,5008.0,2,1835.9699999999998,4,3,4,434,Others
16985,5008.0,11,5723.56,4,5,5,455,Loyal Customers
16261,5008.0,4,737.63,4,4,3,443,Loyal Customers
13986,5008.0,1,312.06,4,2,2,422,Others
17600,5008.0,1,215.59,4,1,1,411,Others
16607,5008.0,16,3797.670000000003,4,5,5,455,Loyal Customers
17155,5008.0,2,256.78,4,2,2,422,Others
17313,5008.0,2,2514.6499999999996,4,3,5,435,Big Spenders
17759,5008.0,3,1020.2800000000005,4,3,4,434,Others
13268,5008.0,15,3319.969999999999,4,5,5,455,Loyal Customers
15857,5009.0,1,297.0,4,2,2,422,Others
15132,5009.0,5,958.8300000000002,4,4,4,444,Loyal Customers
15105,5009.0,7,2307.4100000000008,4,5,5,455,Loyal Customers
12658,5009.0,1,671.6600000000001,4,1,3,413,Others
15179,5009.0,7,2290.1199999999985,4,5,5,455,Loyal Customers
14883,5009.0,7,1009.1799999999996,4,5,4,454,Loyal Customers
17253,5009.0,1,171.76,4,1,1,411,Others
12349,5009.0,1,1523.47,4,1,4,414,Others
18080,5009.0,2,1425.9,4,3,4,434,Others
16406,5009.0,1,176.48999999999998,4,1,1,411,Others
12878,5009.0,3,814.7199999999999,4,3,3,433,Others
16713,5009.0,21,6850.230000000006,4,5,5,455,Loyal Customers
14030,5009.0,8,2586.8500000000004,4,5,5,455,Loyal Customers
17100,5009.0,2,996.1400000000002,4,3,4,434,Others
13823,5009.0,2,930.35,4,3,3,433,Others
15738,5009.0,19,4763.769999999999,4,5,5,455,Loyal Customers
14482,5009.0,6,2281.0500000000006,4,4,5,445,Loyal Customers
14426,5009.0,16,4325.759999999999,4,5,5,455,Loyal Customers
15567,5009.0,1,212.61,4,1,1,411,Others
13189,5009.0,2,635.64,4,3,3,433,Others
17664,5009.0,2,604.3399999999999,4,3,3,433,Others
16369,5009.0,3,1546.4200000000003,4,3,4,434,Others
12904,5009.0,2,581.7099999999999,4,3,3,433,Others
13739,5009.0,1,228.89999999999998,4,1,1,411,Others
12504,5009.0,4,114.00000000000004,4,4,1,441,Loyal Customers
13282,5009.0,6,1062.2399999999998,4,4,4,444,Loyal Customers
15645,5009.0,1,620.4599999999999,4,1,3,413,Others
15681,5009.0,6,959.7199999999996,4,4,4,444,Loyal Customers
17227,5009.0,6,951.9199999999998,4,4,3,443,Loyal Customers
17625,5009.0,4,2026.1100000000008,4,4,4,444,Loyal Customers
12795,5009.0,1,407.28,4,1,2,412,Others
15093,5009.0,9,4776.249999999999,4,5,5,455,Loyal Customers
13246,5009.0,7,1995.8400000000015,4,5,4,454,Loyal Customers
17888,5009.0,10,537.16,4,5,3,453,Loyal Customers
12984,5009.0,1,97.5,4,2,1,421,Others
15671,5009.0,10,2967.690000000001,4,5,5,455,Loyal Customers
14449,5009.0,4,1205.8399999999997,4,4,4,444,Loyal Customers
14587,5009.0,10,1530.7000000000003,4,5,4,454,Loyal Customers
13673,5009.0,2,389.92,4,2,2,422,Others
13430,5009.0,4,800.35,4,4,3,443,Loyal Customers
16139,5009.0,3,613.4900000000001,4,3,3,433,Others
17432,5009.0,2,352.28,4,2,2,422,Others
14300,5009.0,1,43.2,4,1,1,411,Others
15163,5009.0,2,342.87,4,2,2,422,Others
13862,5009.0,10,2188.4300000000017,4,5,5,455,Loyal Customers
13167,5009.0,4,909.0099999999998,4,4,3,443,Loyal Customers
15115,5009.0,1,329.0899999999999,4,2,2,422,Others
15406,5009.0,4,453.44000000000005,4,4,2,442,Loyal Customers
15527,5009.0,10,2373.46,4,5,5,455,Loyal Customers
16366,5009.0,1,380.5,4,1,2,412,Others
14447,5009.0,5,1142.4300000000003,4,4,4,444,Loyal Customers
14551,5009.0,2,223.75,4,2,1,421,Others
13200,5010.0,4,878.5699999999999,4,4,3,443,Loyal Customers
18040,5010.0,2,345.86,4,2,2,422,Others
18110,5010.0,2,202.97000000000006,4,2,1,421,Others
15533,5010.0,5,756.6799999999998,4,4,3,443,Loyal Customers
17384,5010.0,2,332.65999999999997,4,2,2,422,Others
15426,5010.0,7,1532.549999999999,4,5,4,454,Loyal Customers
16533,5010.0,5,1111.0100000000014,4,4,4,444,Loyal Customers
14553,5010.0,5,854.9,4,4,3,443,Loyal Customers
14159,5010.0,14,5930.3499999999985,4,5,5,455,Loyal Customers
17738,5010.0,5,1988.9499999999998,4,4,4,444,Loyal Customers
18127,5010.0,3,417.0299999999999,4,3,2,432,Others
16784,5010.0,1,85.28,4,2,1,421,Others
17555,5010.0,2,476.3399999999999,4,2,2,422,Others
16399,5010.0,2,476.99999999999994,4,2,2,422,Others
14052,5010.0,1,240.00000000000003,4,1,1,411,Others
14359,5010.0,6,846.74,4,4,3,443,Loyal Customers
14116,5010.0,5,1399.5400000000002,4,4,4,444,Loyal Customers
14502,5010.0,14,2710.8500000000004,4,5,5,455,Loyal Customers
13988,5010.0,9,5343.16,4,5,5,455,Loyal Customers
16666,5010.0,1,224.46999999999997,4,1,1,411,Others
14984,5010.0,2,209.86999999999998,4,2,1,421,Others
14595,5010.0,6,1672.8,4,4,4,444,Loyal Customers
15919,5010.0,2,644.8299999999997,4,3,3,433,Others
14664,5010.0,2,655.7600000000002,4,3,3,433,Others
16762,5010.0,3,1434.6200000000008,4,3,4,434,Others
17425,5010.0,2,711.4699999999998,4,3,3,433,Others
12702,5010.0,1,207.40000000000003,4,1,1,411,Others
13565,5010.0,2,274.4100000000001,4,2,2,422,Others
16464,5010.0,3,1303.7800000000004,4,3,4,434,Others
15963,5010.0,2,759.28,4,3,3,433,Others
17387,5010.0,2,824.4099999999999,4,3,3,433,Others
12540,5010.0,19,12798.880000000001,4,5,5,455,Loyal Customers
14157,5010.0,3,387.9700000000001,4,3,2,432,Others
16506,5010.0,2,85.5,4,2,1,421,Others
17561,5010.0,1,187.75999999999996,4,1,1,411,Others
13427,5010.0,3,650.9199999999998,4,3,3,433,Others
15988,5010.0,1,183.18999999999997,4,1,1,411,Others
15044,5010.0,22,7324.459999999994,4,5,5,455,Loyal Customers
15465,5010.0,24,7046.580000000001,4,5,5,455,Loyal Customers
12778,5010.0,7,926.7700000000001,4,5,3,453,Loyal Customers
16212,5010.0,3,673.4499999999997,4,3,3,433,Others
17758,5010.0,8,3406.0699999999993,4,5,5,455,Loyal Customers
15906,5010.0,8,1474.8700000000013,4,5,4,454,Loyal Customers
15850,5010.0,2,245.25000000000003,4,2,1,421,Others
13118,5010.0,7,1124.6999999999998,4,5,4,454,Loyal Customers
16411,5010.0,2,237.93999999999997,4,2,1,421,Others
14881,5010.0,1,483.15999999999997,4,1,2,412,Others
16710,5010.0,10,2417.1900000000005,4,5,5,455,Loyal Customers
14477,5010.0,5,1413.5200000000002,4,4,4,444,Loyal Customers
13142,5010.0,1,299.34999999999997,4,2,2,422,Others
12597,5010.0,5,3807.2500000000014,4,4,5,445,Loyal Customers
14315,5012.0,7,2388.2599999999998,4,5,5,455,Loyal Customers
13516,5012.0,3,1444.0900000000001,4,3,4,434,Others
12498,5012.0,3,392.6,4,3,2,432,Others
12779,5012.0,12,4460.880000000006,4,5,5,455,Loyal Customers
16350,5012.0,5,1081.1099999999997,4,4,4,444,Loyal Customers
14849,5012.0,28,7787.619999999998,4,5,5,455,Loyal Customers
13396,5012.0,4,1237.7499999999995,4,4,4,444,Loyal Customers
16511,5012.0,3,946.7499999999999,4,3,3,433,Others
17961,5012.0,39,1296.6100000000008,4,5,4,454,Loyal Customers
15933,5012.0,3,1248.16,4,3,4,434,Others
14820,5012.0,4,494.6500000000001,4,4,2,442,Loyal Customers
17301,5012.0,1,194.70000000000002,4,1,1,411,Others
17650,5012.0,1,162.96000000000004,4,1,1,411,Others
14902,5012.0,2,342.96999999999997,4,2,2,422,Others
16414,5012.0,2,126.25000000000001,4,2,1,421,Others
17779,5012.0,5,682.56,4,4,3,443,Loyal Customers
14903,5012.0,10,2799.4400000000023,4,5,5,455,Loyal Customers
12578,5012.0,4,2580.5199999999995,4,4,5,445,Loyal Customers
14593,5012.0,3,658.3999999999993,4,3,3,433,Others
16924,5012.0,4,1004.3999999999996,4,4,4,444,Loyal Customers
16134,5012.0,3,579.0899999999998,4,3,3,433,Others
13895,5012.0,5,2619.259999999999,4,4,5,445,Loyal Customers
13880,5012.0,13,3173.5100000000007,4,5,5,455,Loyal Customers
16279,5012.0,4,1470.6799999999996,4,4,4,444,Loyal Customers
12781,5012.0,5,753.9600000000002,4,4,3,443,Loyal Customers
12697,5012.0,5,894.1800000000002,4,4,3,443,Loyal Customers
16945,5012.0,19,4462.810000000002,4,5,5,455,Loyal Customers
15088,5012.0,3,1179.1899999999996,4,3,4,434,Others
12603,5012.0,1,740.4499999999999,4,2,3,423,Others
